"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C02","Average Weekly Earnings","20173","2017Q3","08","Total Public Sector excluding Semi State bodies","Euro","928.79"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","01","Civil service","Euro","926.6"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","02","Defence","Euro","843.24"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","03","Garda Siochana","Euro","1288.81"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","04","Education","Euro","962.88"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","05","Regional bodies","Euro","824.53"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","06","Health","Euro","896.26"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","07","Semi-State companies","Euro","1027.67"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","09","Commercial Semi-State companies","Euro","1042.85"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","10","Non commercial Semi-State companies","Euro","988.88"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","-","Total Public Sector including Semi State bodies","Euro","944.64"
"EHQ10C02","Average Weekly Earnings","20174","2017Q4","08","Total Public Sector excluding Semi State bodies","Euro","931.82"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","01","Civil service","Euro","941.65"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","02","Defence","Euro","850.22"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","03","Garda Siochana","Euro","1273.81"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","04","Education","Euro","959.75"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","05","Regional bodies","Euro","853.25"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","06","Health","Euro","907.25"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","07","Semi-State companies","Euro","1042.62"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","09","Commercial Semi-State companies","Euro","1062.7"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","10","Non commercial Semi-State companies","Euro","993.58"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","-","Total Public Sector including Semi State bodies","Euro","952.89"
"EHQ10C02","Average Weekly Earnings","20181","2018Q1","08","Total Public Sector excluding Semi State bodies","Euro","939.36"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","01","Civil service","Euro","944.07"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","02","Defence","Euro","856.86"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","03","Garda Siochana","Euro","1363.13"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","04","Education","Euro","963.74"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","05","Regional bodies","Euro","837.89"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","06","Health","Euro","912.81"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","07","Semi-State companies","Euro","1069.94"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","09","Commercial Semi-State companies","Euro","1097.46"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","10","Non commercial Semi-State companies","Euro","1001.08"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","-","Total Public Sector including Semi State bodies","Euro","962.16"
"EHQ10C02","Average Weekly Earnings","20182","2018Q2","08","Total Public Sector excluding Semi State bodies","Euro","945.38"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","01","Civil service","Euro","912.13"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","02","Defence","Euro","859.94"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","03","Garda Siochana","Euro","1325.13"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","04","Education","Euro","995.93"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","05","Regional bodies","Euro","828.18"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","06","Health","Euro","906.31"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","07","Semi-State companies","Euro","1039.17"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","09","Commercial Semi-State companies","Euro","1062.27"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","10","Non commercial Semi-State companies","Euro","980.32"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","-","Total Public Sector including Semi State bodies","Euro","960.14"
"EHQ10C02","Average Weekly Earnings","20183","2018Q3","08","Total Public Sector excluding Semi State bodies","Euro","947.75"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","01","Civil service","Euro","946.04"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","02","Defence","Euro","857.96"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","03","Garda Siochana","Euro","1232.53"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","04","Education","Euro","994.29"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","05","Regional bodies","Euro","843.62"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","06","Health","Euro","910.32"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","07","Semi-State companies","Euro","1034.48"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","09","Commercial Semi-State companies","Euro","1049.15"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","10","Non commercial Semi-State companies","Euro","999.01"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","-","Total Public Sector including Semi State bodies","Euro","961.67"
"EHQ10C02","Average Weekly Earnings","20184","2018Q4","08","Total Public Sector excluding Semi State bodies","Euro","950.4"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","01","Civil service","Euro","941.94"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","02","Defence","Euro","866.82"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","03","Garda Siochana","Euro","1252.81"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","04","Education","Euro","974.73"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","05","Regional bodies","Euro","849.21"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","06","Health","Euro","914.9"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","07","Semi-State companies","Euro","1046.85"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","09","Commercial Semi-State companies","Euro","1068.67"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","10","Non commercial Semi-State companies","Euro","993.67"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","-","Total Public Sector including Semi State bodies","Euro","960.26"
"EHQ10C02","Average Weekly Earnings","20191","2019Q1","08","Total Public Sector excluding Semi State bodies","Euro","946.63"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","01","Civil service","Euro","939.78"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","02","Defence","Euro","866.6"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","03","Garda Siochana","Euro","1348.26"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","04","Education","Euro","990.07"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","05","Regional bodies","Euro","848.75"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","06","Health","Euro","948.69"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","07","Semi-State companies","Euro","1060.66"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","09","Commercial Semi-State companies","Euro","1076.69"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","10","Non commercial Semi-State companies","Euro","1019.9"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","-","Total Public Sector including Semi State bodies","Euro","980.01"
"EHQ10C02","Average Weekly Earnings","20192","2019Q2","08","Total Public Sector excluding Semi State bodies","Euro","967.12"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","01","Civil service","Euro","926.6"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","02","Defence","Euro","873.17"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","03","Garda Siochana","Euro","1340.2"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","04","Education","Euro","1005.68"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","05","Regional bodies","Euro","859.41"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","06","Health","Euro","919.34"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","07","Semi-State companies","Euro","1040.97"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","09","Commercial Semi-State companies","Euro","1057.55"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","10","Non commercial Semi-State companies","Euro","1000.74"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","-","Total Public Sector including Semi State bodies","Euro","972.76"
"EHQ10C02","Average Weekly Earnings","20193","2019Q3","08","Total Public Sector excluding Semi State bodies","Euro","962.11"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","01","Civil service","Euro","958.02"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","02","Defence","Euro","916.88"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","03","Garda Siochana","Euro","1253.95"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","04","Education","Euro","1017.57"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","05","Regional bodies","Euro","876.04"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","06","Health","Euro","963.06"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","07","Semi-State companies","Euro","1031.68"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","09","Commercial Semi-State companies","Euro","1029.72"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","10","Non commercial Semi-State companies","Euro","1036.03"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","-","Total Public Sector including Semi State bodies","Euro","991.07"
"EHQ10C02","Average Weekly Earnings","20194","2019Q4","08","Total Public Sector excluding Semi State bodies","Euro","984.86"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","01","Civil service","Euro","941.69"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","02","Defence","Euro","902.41"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","03","Garda Siochana","Euro","1278.24"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","04","Education","Euro","993.54"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","05","Regional bodies","Euro","862.88"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","06","Health","Euro","978.66"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","07","Semi-State companies","Euro","1063.93"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","09","Commercial Semi-State companies","Euro","1077.3"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","10","Non commercial Semi-State companies","Euro","1031.86"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","-","Total Public Sector including Semi State bodies","Euro","989.96"
"EHQ10C02","Average Weekly Earnings","20201","2020Q1","08","Total Public Sector excluding Semi State bodies","Euro","978.43"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","01","Civil service","Euro","977.79"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","02","Defence","Euro","916.69"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","03","Garda Siochana","Euro","1433.19"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","04","Education","Euro","1018.61"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","05","Regional bodies","Euro","837.97"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","06","Health","Euro","998.18"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","07","Semi-State companies","Euro","1040.39"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","09","Commercial Semi-State companies","Euro","1040.1"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","10","Non commercial Semi-State companies","Euro","1041.07"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","-","Total Public Sector including Semi State bodies","Euro","1008.76"
"EHQ10C02","Average Weekly Earnings","20202","2020Q2","08","Total Public Sector excluding Semi State bodies","Euro","1003.81"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","01","Civil service","Euro","918.01"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","02","Defence","Euro","971.23"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","03","Garda Siochana","Euro","1254.37"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","04","Education","Euro","1038.12"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","05","Regional bodies","Euro","901.94"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","06","Health","Euro","958.64"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","07","Semi-State companies","Euro","1050.69"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","09","Commercial Semi-State companies","Euro","1050.83"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","10","Non commercial Semi-State companies","Euro","1050.35"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","-","Total Public Sector including Semi State bodies","Euro","997.24"
"EHQ10C02","Average Weekly Earnings","20203","2020Q3","08","Total Public Sector excluding Semi State bodies","Euro","988.29"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","01","Civil service","Euro","986.31"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","02","Defence","Euro","938.59"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","03","Garda Siochana","Euro","1344.75"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","04","Education","Euro","1038.59"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","05","Regional bodies","Euro","900.62"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","06","Health","Euro","1003.8"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","07","Semi-State companies","Euro","1049.25"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","09","Commercial Semi-State companies","Euro","1052.96"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","10","Non commercial Semi-State companies","Euro","1040.69"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","-","Total Public Sector including Semi State bodies","Euro","1021.22"
"EHQ10C02","Average Weekly Earnings","20204","2020Q4","08","Total Public Sector excluding Semi State bodies","Euro","1016.76"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","01","Civil service","Euro","974.8"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","02","Defence","Euro","970.61"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","03","Garda Siochana","Euro","1297.7"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","04","Education","Euro","1078.1"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","05","Regional bodies","Euro","897.46"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","06","Health","Euro","1007.99"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","07","Semi-State companies","Euro","1096.77"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","09","Commercial Semi-State companies","Euro","1100.06"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","10","Non commercial Semi-State companies","Euro","1090.01"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","-","Total Public Sector including Semi State bodies","Euro","1038.24"
"EHQ10C02","Average Weekly Earnings","20211","2021Q1","08","Total Public Sector excluding Semi State bodies","Euro","1029.56"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","01","Civil service","Euro","980.22"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","02","Defence","Euro","956.9"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","03","Garda Siochana","Euro","1480.51"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","04","Education","Euro","1060.14"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","05","Regional bodies","Euro","874.86"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","06","Health","Euro","986.62"
"EHQ10C02","Average Weekly Earnings","20212","2021Q2","07","Semi-State companies","Euro","1092.38"
